Name,DiscRef,r_SpT,r_radius,r_log_g,r_Teff,r_Mass,r_D_Trig,r_pm,r_SDSS,r_PanSTARRS_y,JHKRef,MKORef,r_Peculiarities,r_Member,r_Gaia-G,r_RV,Polarization Ref,r_IRAC3p6,r_IRAC4p5,r_MKO-Y,r_Variable,r_Variable_period,r_IRAC5p8,r_IRAC8,r_MKO-L
2MASS J00135882-1816462,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,Robert2016,,,,,,,,,,,,
WI0014,Kirkpatrick2014,Zhang2017,,Zhang2017,Zhang2017,,,GagneBDs,PS1,PS1,2MASS,,Luhman2014a,,,,,,,,,,,,
J0014-4844,Kirkpatrick2008,Kirkpatrick2008,,,,,,GagneBDs,,,2MASS,,Kirkpatrick2008,,,,,,,,,,,,
J0015+2959,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,PS1,PS1,2MASS,,Kirkpatrick2010,,,Kirkpatrick2010,,,,,,,,,
J0015+3516,Kirkpatrick2000,Kirkpatrick2000,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,Blake2010,Menard2002,,,,,,,,
J0016-0043,Knapp2004,Knapp2004,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0016-1039,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010;West2008,,,,,,,,,
J001643.97+230426.5,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J0016-4056,Kirkpatrick2008,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,,,2MASS,,,,,,,,,,,,,,
J0017-0316,Gagne2015c,Gagne2015c,,,,,,,PS1,PS1,2MASS,,,Gagne2015c,,,,,,,,,,,
J0018-6703,Faherty2016,Faherty2016,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,,Faherty2016,,,2MASS,,Faherty2016,Gagne2015c,Gaia1,,,,,,,,,,
J0018-0025,Day-Jones2013,Day-Jones2013,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J0018-6356,Reid2008,Reid2008,,,,,,HSOY,,,2MASS,,,,HSOY,,,,,,,,,,
J004.7148+51.8918,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,Best2015,,,,,,,,,,,
PSO J004.7+41,Aller2016,Aller2016,,,,,,Aller2016,PS1,PS1,2MASS,Aller2016,,Aller2016,Gaia1,,,,,,,,,,
J0019+0030,Hawley2002,Hawley2002,,,,,,Jameson2008,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
2MASS J00191296-6226005,Faherty2016,Faherty2016,Gagne2015c,Gagne2015c,Faherty2016,Faherty2016,,Faherty2016,,,2MASS,,Faherty2016,Faherty2016,Gaia1,,,,,,,,,,
2MASS J00192626+4614078,Faherty2016,Faherty2016,Gagne2015c,Gagne2015c,Faherty2016,Faherty2016,Liu2016,Faherty2016,PS1,PS1,2MASS,,Faherty2016,Faherty2016,,Faherty2016,Miles-Paez2013,,,,,,,,
J0019+4018,Deacon2014,Deacon2014,,,,,,GagneBDs,PS1,PS1,2MASS,,Deacon2014,,,,,,,,,,,,
J0019-3724,Burgasser2010,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,,,2MASS,,Gagne2015c,Gagne2015c,,,,,,,,,,,
WISEA J002050.25-151913.1,Schneider2017,Schneider2017,,,,,,Schneider2017,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0021-4244,Basri2000,Gagne2015c,,,,,Dieterich2014,HSOY,,,2MASS,,Gagne2015c,Gagne2015c,HSOY,Guenther2003;Galvez_Ortiz2010,,,,,,,,,
J0021+0026,Scholz2009,Scholz2009,,,,,,Scholz2009,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0022-0110,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010;West2008,,,,,,,,,
J0024+1347,Day-Jones2013,Day-Jones2013,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J0024+0022,Lodieu2007,Lodieu2007,,,,,,,PS1,,,Lodieu2007,,,,,,,,Lodieu2007,,,,,
0024-0158,,Lodieu2005,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,,,SDSS9,,2MASS,,,,,,,,,,,,,,
J0024-0158,Irwin1991,Cruz2007,,,,,Tinney1995,Dupuy2012,PS1,,2MASS,,,,,,Zapatero-Osorio2005,,,,,,,,
0025+4759,Cruz2007,Cruz2007,,,,,VanLeeuwen2007,Cruz2007,PS1,PS1,2MASS,,Cruz2007 ; Reid2006,,,,,,,,,,,,
J0026-0943,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
2MASS J00265329-0936267,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,Robert2016,,,,,,,,,,,,
2MASS J00274197+0503417,Faherty2016,Faherty2016,Filippazzo2015,Filippazzo2015,Faherty2016,Faherty2016,Faherty2016,Faherty2016,PS1,PS1,2MASS,,Faherty2016,,,,,,,,,,,,
J0027-0806,Gagne2015c,Gagne2015c,,,,,,,PS1,PS1,2MASS,,Gagne2015c,Gagne2015c,,,,,,,,,,,
0027+2219,,Reid2003,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0027+0102,Scholz2009,Scholz2009,,,,,,Scholz2009,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0028+2249,Gagne2015c,Gagne2015c,,Gagne2015c,,,,,PS1,,2MASS,,,,,,,,,,,,,,
J0028+1423,Day-Jones2013,Day-Jones2013,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J0028+1501,Kirkpatrick2000,Kirkpatrick2000,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0028-1927,Reid2008,Reid2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0029+1456,Day-Jones2013,Day-Jones2013,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J0030+2244,Deacon2014,Deacon2014,,,,,VanLeuuwen2007,GagneBDs,PS1,PS1,2MASS,,Deacon2014,,,,,,,,,,,,
2MASS J00303013-1450333,Kirkpatrick2000,Faherty2016,Filippazzo2015,Filippazzo2015,Faherty2016,Faherty2016,Vrba2004,Vrba2004,PS1,PS1,2MASS,,Faherty2016,Gagne2015c,,,,,,,,,,,
J0030+3139,Kirkpatrick1999,Kirkpatrick1999,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
WISEA J003052.08-380829.6,Schneider2017,Schneider2017,,,,,,Schneider2017,,,2MASS,,,,,,,,,,,,,,
J007.7921+57.8267,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,Best2013,,Best2015,,,,,,,,,,,
J0031-3840,Martin2010,Martin2010,,,,,,GagneBDs,,,2MASS,,Kirkpatrick2011,,,,,,,,,,,,
J007.9194+33.5961,Best2015,Best2015,,,,,,Best2015,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0032+0219,Reid2008,Reid2008,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0032-2237,Kendall2003,Kendall2003,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
2MASS J00325584-4405058,Goldman1999,Gagne2015c,Gagne2015c,Gagne2015c,Faherty2016,Faherty2016,Faherty2016,Faherty2016,,,2MASS,,Cruz2009,Faherty2016,Gaia1,Faherty2016,,,,,,,,,
J0032+1410,Geballe2002,Gagne2015c,,Gagne2015c,Gagne2015c,,Vrba2004,Vrba2004,PS1,PS1,2MASS,,,,,,,,,,,,,,
2MASS J003323.86-1521309,Gizis2003,Liu2016,Filippazzo2015,Filippazzo2015,Faherty2016,Faherty2016,Liu2016,Faherty2016,PS1,PS1,2MASS,,Liu2016,Gagne2014a ; ZapateroOsorio2014,,Faherty2016,,,,,,,,,
J003338.45+282732.4,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J0033-0908,Gagne2015c,Gagne2015c,,Gagne2015c,,,,,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
J0034-0052,Warren2007,Warren2007,,,,,Dupuy2012,Warren2007,PS1,,,Warren2007,,,,,,,,Warren2007,,,,,
J0034-4102,Faherty2016,Faherty2016,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,,Faherty2016,,,2MASS,,Faherty2016,Gagne2015c,,,,,,,,,,,
2MASS J00345157+0523050,Burgasser2004,Leggett2017,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Faherty2012,Burgasser2004,PS1,PS1,2MASS,,,,,,,Leggett2017,Leggett2017,,,,,,
J0034-0706,Kendall2003,Kendall2003,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0035+1447,Hawley2002,Hawley2002,,,,,,,PS1,PS1,,,West2008,,,,,,,,,,,,
J003550.60+061558.2,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,Gaia1,,,,,,,,,,
J0036+2413,Chiu2006,Chiu2006,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
0036+1821,Reid2000,Gagne2015c,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Dahn2002,Dahn2002,PS1,PS1,2MASS,,,,,Blake2010,Zapatero-Osorio2005,,,,,,,,
J0037-0054,Day-Jones2013,Day-Jones2013,,,,,,,SDSS9,PS1,,,,,,,,,,,,,,,
J0037-5846,Reid2008,Cruz2009,,,,,,Faherty2016,,,2MASS,,Cruz2009,,,Faherty2016,,,,,,,,,
2MASS J00381489-6403529,Faherty2016,Faherty2016,Gagne2015c,Gagne2015c,Faherty2016,Faherty2016,,Faherty2016,,,2MASS,,Faherty2016,Faherty2016,,,,,,,,,,,
J0038+2758,Mace2013,Mace2013,,,,,,,PS1,,,Mace2013,,,,,,Mace2013,Mace2013,,,,,,
J0038+8405,Mace2013,Mace2013,,,,,,,PS1,,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J0038+1343,Hawley2002,Hawley2002,,,,,,Jameson2008,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
J0039+1330B,Gagne2015c,Gagne2015c,,,,,,HSOY,PS1,PS1,2MASS,,,Gagne2015c,HSOY,,,,,,,,,,
0039+2115,Mugrauer2006 ; Luhman2006,Luhman2007,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,VanLeuuwen2007 (host),Perryman1997,PS1,,,Luhman2006,Luhman2006,,,,,,,,,,,,
J0040+0900,Mace2013,Mace2013,,,,,,GagneBDs,PS1,PS1,2MASS,Mace2013,,,,,,Mace2013,Mace2013,,,,,,
J010.2132+41.6091,Best2015,,,,,,,,PS1,PS1,Best2015,,,,,,,,,,,,,,
J0040+1528,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
2M0041,Burgasser2004,Zhang2017,,Zhang2017,Zhang2017,,,Jameson2008,PS1,PS1,2MASS,,Burgasser2004,,Gaia1,,,,,,,,,,
J0041-5621,Gagne2015c,Gagne2015c,,Gagne2015c,Gagne2015c,,,HSOY,,,2MASS,,Gagne2015c,Gagne2015c,HSOY,,,,,,,,,,
J0041+1341,Hawley2002,Hawley2002,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0042+1459,Hawley2002,Hawley2002,,,,,,GagneBDs,PS1,PS1,2MASS,,West2008,,,Schmidt2010;West2008,,,,,,,,,
J004235.91-071258.2,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,Gaia1,,,,,,,,,,
J0042+1142,Faherty2016,Faherty2016,,Gagne2015c,Gagne2015c,,,Faherty2016,PS1,PS1,2MASS,,Faherty2016,Gagne2015c,,,,,,,,,,,
J0043+2221,Kirkpatrick2014,Kirkpatrick2014,,,,,,GagneBDs,PS1,PS1,2MASS,,Kirkpatrick2014,,Gaia1,,,,,,,,,,
J0043+1411,Day-Jones2013,Day-Jones2013,,,,,,,PS1,,,,,,,,,,,,,,,,
WISEA J004403.39+022810.6,Schneider2017,Schneider2017,,,,,,Schneider2017,PS1,PS1,2MASS,,Schneider2017,,,,,,,,,,,,
2MASS J00452143+1634446,Wilson2003b,Liu2016,Filippazzo2015,Filippazzo2015,Faherty2016,Faherty2016,Liu2016,Liu2016,PS1,PS1,2MASS,,Liu2016,Gagne2014a ; ZapateroOsorio2014 ; Faherty2016,,Blake2010,Zapatero-Osorio2005,,,,,,,,
J0045+3611,Mace2013,Mace2013,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J004555.13+795848.7,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J0046+0252,Gagne2015c,Gagne2015c,,Gagne2015c,Gagne2015c,,,,SDSS9,PS1,2MASS,,Gagne2015c,Gagne2015c,Gaia1,,,,,,,,,,
J0046+0715,Wilson2003b,Faherty2016,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,,Faherty2016,SDSS9,,2MASS,,Faherty2016,Gagne2015c,,Faherty2016,,,,,,,,,
2MASS J00470038+6803543,Gizis2012,Liu2016,Filippazzo2015,Filippazzo2015,Faherty2016,Faherty2016,Faherty2016,Faherty2016,PS1,PS1,2MASS,,Liu2016,Faherty2016,,Faherty2016,,,,,,,,,
J0047-3710,Kirkpatrick2014,Kirkpatrick2014,,,,,,GagneBDs,,,2MASS,,Luhman2014a,,,,,,,,,,,,
J0047+1546,Day-Jones2013,Day-Jones2013,,,,,,,PS1,PS1,,,Day-Jones2013,,,,,,,,,,,,
2MASS J00492826+0440575,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0049+0440,Kirkpatrick2011,Kirkpatrick2011,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J0049+2151,Mace2013,Mace2013,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
0050-3322,Tinney2005,Burgasser2006,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Dupuy2012,Tinney2005,PS1,,2MASS,,,,,,,,,,Radigan2014b,,,,
J0050-1538,Deacon2005,Cruz2007,,,,,,Deacon2005,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0050-0003,Day-Jones2013,Day-Jones2013,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J0051-1544,Kirkpatrick2000,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
J0051-2251,Kirkpatrick2016,Kirkpatrick2016,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J0051-6227,Gagne2015c,Gagne2015c,,,,,,,,,2MASS,,Gagne2015c,Gagne2015c,,,,,,,,,,,
J0052+0012,Metchev2008,Metchev2008,,,,,,GagneBDs,PS1,PS1,2MASS,,Metchev2008,,,,,,,,,,,,
J0053-3631,Kirkpatrick2008,Kirkpatrick2008,,,,,,HSOY,,,2MASS,,,,HSOY,,,,,,,,,,
J0053-0113,Scholz2009,Scholz2009,,,,,,Scholz2009,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0054-0031,Schneider2002,Hawley2002,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0055+0134,Faherty2016,Faherty2016,,,,,,Faherty2016,PS1,PS1,2MASS,,Faherty2016,,,Faherty2016,,,,,,,,,
J0055+4130,Gagne2015c,Gagne2015c,,Gagne2015c,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0056-0111,Scholz2009,Scholz2009,,,,,,Scholz2009,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0057-0846,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,West2008,,Gaia1,Schmidt2010;West2008,,,,,,,,,
J0057+2013,Kirkpatrick2014,Kirkpatrick2014,,,,,,GagneBDs,PS1,PS1,2MASS,,Luhman2014a,,,,,,,,,,,,
WISEA J005811.69-565332.1,Schneider2017,Schneider2017,,,,,,Schneider2017,,,2MASS,,Schneider2017,,,,,,,,,,,,
2MASS J00584253-0651239,Kirkpatrick2000,Faherty2016,Filippazzo2015,Filippazzo2015,Faherty2016,Faherty2016,Marocco2013,Faherty2016,PS1,PS1,2MASS,,Faherty2016,Gagne2015c,,,,,,,,,,,
CFBDS J005910.90-011401.3,Delorme2008,Leggett2017,,,,,Dupuy2012,Delorme2008,PS1,,,Delorme2008,,,,,,,,Delorme2008,,,,,
J0059+1509,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,West2008,,,West2008,,,,,,,,,
J0100+0620,Day-Jones2013,Day-Jones2013,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
2MASS J01020186+0355405,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,,,,,,,,,,,
J010202.11+035541.4,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J010210.72-631616.1,Schneider2016,Schneider2016,,,,,,Schneider2016,,,Schneider2016,,,,Gaia1,,,,,,,,,,
0102-3737,Luyten1979a,Reyle2006,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,,,,,2MASS,,,,,,,,,,,,,,
2MASS J01031050+1940463,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,Robert2016,,,,,,,,,,,,
2MASS J01033203+1935361,Kirkpatrick2000,Gagne2015c,Filippazzo2015,Filippazzo2015,Faherty2016,Faherty2016,Faherty2012,Faherty2016,,PS1,2MASS,,Kirkpatrick2000,,,,,,,,,,,,
J0104-0053,Berriman2003,Metchev2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0105+1429,Day-Jones2013,Day-Jones2013,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J0106-5933,Reid2008,Reid2008,,,,,,GagneBDs,,,2MASS,,,,,,,,,,Radigan2014b,,,,
J010631.20-231415.1,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J0107+1326,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,West2008;Schmidt2010,,,,,,,,,
WISEA J010738.75-131413.7,Schneider2017,Schneider2017,,,,,,Schneider2017,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0107+0041,Geballe2002,Gagne2015c,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Vrba2004,Vrba2004,PS1,PS1,2MASS,,Geibetaler2011,,,,,,,,,,,,
J0108+1347,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,West2008;Schmidt2010,,,,,,,,,
J0108-1045,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,West2008;Schmidt2010,,,,,,,,,
J0109-4954,Lodieu2005,Reid2008,,,,,,HSOY,,,2MASS,,,,HSOY,,,,,,,,,,
J0109-5100,Lodieu2002,Lodieu2005,,,,,,Lodieu2002,,,2MASS,,,,,,,,,,,,,,
J0110+0106,Scholz2009,Scholz2009,,,,,,Scholz2009,PS1,PS1,2MASS,,,,,,,,,,,,,,
J011131.12-461842.6,Schneider2016,Schneider2016,,,,,,Schneider2016,,,Schneider2016,,,,,,,,,,,,,,
J0111-0105,Day-Jones2013,Day-Jones2013,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J0111-5053,Luhman2014a,Luhman2014a,,,,,,,,,,,,,,,,,,,,,,,
J0111+1211,Kirkpatrick2016,Kirkpatrick2016,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J011542.60-365700.6,Schneider2016,Schneider2016,,,,,,Schneider2016,,,Schneider2016,,,,,,,,,,,,,,
J011639.05-165420.5,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J0116+1443,Day-Jones2013,Day-Jones2013,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J0116-6455,Martin2010,Martin2010,,,,,,GagneBDs,,,2MASS,,,,,,,,,,,,,,
2MASS J01174748-3403258,Cruz2003,Faherty2016,Filippazzo2015,Filippazzo2015,Faherty2016,Faherty2016,Liu2016,Faherty2016,PS1,,2MASS,,Liu2016,Faherty2016,Gaia1,,,,,,,,,,
J0118+1418,Schmidt2010,Schmidt2010,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J0119+2403,Chiu2006,Chiu2006,,,,,,GagneBDs,,PS1,2MASS,,Burgasser2010a,,,,,,,,,,,,
2MASS J01205114-5200349,Faherty2016,Faherty2016,Gagne2015c,Gagne2015c,Faherty2016,Faherty2016,,Faherty2016,,,2MASS,,Faherty2016,Faherty2016,Gaia1,,,,,,,,,,
2MASS J01205253+1518277,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,Robert2016,,,,,,,,,,,,
J0122+0331,Deacon2014,Deacon2014,,,,,VanLeuuwen2007,GagneBDs,PS1,PS1,2MASS,,Deacon2014,,Gaia1,,,,,,,,,,
J0122+1533,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,West2008,,,West2008,,,,,,,,,
2MASS J01231125-6921379,Faherty2016,Faherty2016,,,Faherty2016,Faherty2016,Faherty2016,HSOY,,,2MASS,,Faherty2016,Faherty2016,HSOY,Faherty2016,,,,,,,,,
J0123+4142,Kirkpatrick2011,Kirkpatrick2011,,,,,,,PS1,PS1,2MASS,,,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J0123-4240,Lodieu2005,Reid2008,,,,,,Lodieu2005,,,2MASS,,,,,,,,,,,,,,
J0124-5745,Reid2008,Cruz2009,,,,,,Faherty2016,,,2MASS,,Cruz2009,,,,,,,,,,,,
J0125-3435,Kendall2003,Kendall2003,,,,,,GagneBDs,PS1,,2MASS,,,,,,,,,,,,,,
2MASS J01262109+1428057,Metchev2008,Liu2016,,,,,Liu2016,Faherty2016,PS1,PS1,2MASS,,Liu2016,,,,,,,,,,,,
J0126-5505,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,,,,,2MASS,,Gagne2015c,Gagne2015c,,,,,,,,,,,
J0127+1539,Burningham2013,Burningham2013,,,,,,,PS1,PS1,,Burningham2013,,,,,,,,Burningham2013,,,,,
J0127+1354,Hawley2002,Hawley2002,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0128-0041,Matsuoka2011,Day-Jones2013,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J0128-5545,Kendall2007,Reid2008,,,,,,HSOY,,,2MASS,,,,HSOY,,,,,,,,,,
J0128+0633,Burningham2013,Burningham2013,,,,,,,PS1,,,Burningham2013,,,,,,,,Burningham2013,,,,,
J0129+3517,Kirkpatrick1999,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,PS1,PS1,2MASS,,Gagne2015c,Gagne2015c,,,,,,,,,,,
J0129-0823,Faherty2016,Faherty2016,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,,Faherty2016,PS1,PS1,2MASS,,Faherty2016,Gagne2015c,,,,,,,,,,,
J0130-1047,Schneider2016,Kirkpatrick2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J0130+0804,Burningham2013,Burningham2013,,,,,,,PS1,,,Burningham2013,,,,,,,,Burningham2013,,,,,
J0130-3836,Kirkpatrick2016,Kirkpatrick2016,,,,,,,,,,,,,Gaia1,,,,,,,,,,
J0130-4445 A,Dhital2011,Dhital2011,,,,,,Dhital2011,,,2MASS,,Dhital2011,,Gaia1,,,,,,,,,,
J0130-4445 B,Dhital2011,Dhital2011,,,,,,Dhital2011,,,2MASS,,Dhital2011,,Gaia1,,,,,,,,,,
J0130-0647,Kirkpatrick2016,Kirkpatrick2016,,,,,,,PS1,PS1,,,,,Gaia1,,,,,,,,,,
J0131-0031,Chiu2008,Chiu2008,,,,,,,PS1,,,,,,,,,,,,,,,,
J0131+3801,Cruz2007,Cruz2007,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0132+0552,Day-Jones2013,Day-Jones2013,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0133+0231,Albert2011,Albert2011,,,,,,Albert2011,PS1,,,Burningham2013,,,,,,,,Burningham2013,,,,,
J0133-6314,Lodieu2005,Lodieu2005,,,,,,HSOY,,,2MASS,,,,HSOY,,,,,,,,,,
J0134+0508,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0134-5707,Gagne2015c,Gagne2015c,,,,,,,,,2MASS,,Gagne2015c,Gagne2015c,,,,,,,,,,,
J013525.38+020518.2,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J0135+1715,Mace2013,Mace2013,,,,,,,,PS1,,,,,,,,Mace2013,Mace2013,,,,,,
J0135+1205,Kirkpatrick2000,Kirkpatrick2000,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
WISEA J013556.99-620245.5,Schneider2017,Schneider2017,,,,,,Schneider2017,,,2MASS,,,,,,,,,,,,,,
J0136+0717,Day-Jones2013,Day-Jones2013,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J024.1519+37.6443,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,,,,,,,,
2MASS J01365662+0933473,Robert2016,Robert2016,,,,,,Robert2016,Robert2016,,2MASS,,,,,,,,,,Radigan2014b,Artigau2009,,,
J0138-0104,Day-Jones2013,Day-Jones2013,,,,,,,,PS1,,,,,,,,,,,,,,,
J0138-0322,Kirkpatrick2011,Kirkpatrick2011,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J0139+0048,Chiu2008,Chiu2008,,,,,,,PS1,,,,,,,,,,,,,,,,
J0139+1503,Burningham2013,Burningham2013,,,,,,,PS1,,,Burningham2013,,,,,,,,Burningham2013,,,,,
J0141+1318,Day-Jones2013,Day-Jones2013,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J0141+1804,Wilson2003b,Cruz2007,,,,,,GagneBDs,PS1,,2MASS,,,,,Blake2010,Zapatero-Osorio2005,,,,,,,,
J0141-1601,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
2MASS J01415823-4633574,Kirkpatrick2006,Gagne2015c,Filippazzo2015,Filippazzo2015,Faherty2016,Faherty2016,,Faherty2016,,,2MASS,,Kirkpatrick2008,Faherty2016,Gaia1,Faherty2016,,,,,,,,,
2M0142,Zhang2017,Zhang2017,,Zhang2017,Zhang2017,,,,,PS1,2MASS,,,,,,,,,,,,,,
J0144-0716,Liebert2003,Gagne2015c,,Gagne2015c,Gagne2015c,,,Schmidt2007,PS1,PS1,2MASS,,,,,Blake2010,Zapatero-Osorio2005,,,,,,,,
WISEA J014535.23-031412.9,Schneider2017,Schneider2017,,,,,,Schneider2017,PS1,PS1,2MASS,,,,,,,,,,,,,,
WISE J014656.66+423410.0AB,Kirkpatrick2012,Leggett2017,,,,,Leggett2017,Leggett2017,PS1,PS1,,,,,,,,,,,,,,,
J0146+0021,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
